"Requested Deliveryboy is not valid.","Requested Deliveryboy is not valid."
"Invalid delivery boy status.","Invalid delivery boy status."
"The requested deliveryboy doesn't exist.","The requested deliveryboy doesn't exist."
"Invalid OTP.","Invalid OTP."
"Deliveryboy unavailable.","Deliveryboy unavailable."
"Order cannot be invoiced.","Order cannot be invoiced."
"Order Delivered Successfully.","Order Delivered Successfully."
"Notified customer about invoice #%1.","Notified customer about invoice #%1."
"Order Delivered #%1","Order Delivered #%1"
"Order update received.","Order update received."
"Invalid Username.","Invalid Username."
"No deliveryboy is associated with provided username.","No deliveryboy is associated with provided username."
"Password reset request received, please check mail.","Password reset request received, please check mail."
"Invalid request.","Invalid request."
"Password changed successfully.","Password changed successfully."
"Password and confirm password should match.","Password and confirm password should match."
"Password and confirm password can not be blank.","Password and confirm password can not be blank."
"Token expired.","Token expired."
"Invalid Latitude.","Invalid Latitude."
"Invalid Longitude.","Invalid Longitude."
"Order picked up from store.","Order picked up from store."
"Your Order has been picked up by %1","Your Order has been picked up by %1"
"Order #%1 has been picked up successfully.","Order #%1 has been picked up successfully."
"Order picked up by %1","Order picked up by %1"
"Order update received","Order update received"
"The requested deliveryboy does not exist.","The requested deliveryboy does not exist."
"Invalid rating.","Invalid rating."
"Invalid Password.","Invalid Password."
"No user with this username exist.","No user with this username exist."
"Invalid username or password.","Invalid username or password."
Tax,Tax
"Invalid token","Invalid token"
"Invalid Delivery boy.","Invalid Delivery boy."
"Comment is required field.","Comment is required field."
"Unable to save review. Please try again later.","Unable to save review. Please try again later."
"Invalid Customer Address","Invalid Customer Address"
"My Express Orders","My Express Orders"
"Please reassign this Unclaimed Order","Please reassign this Unclaimed Order"
"Unclaimed Order","Unclaimed Order"
January,January
February,February
March,March
April,April
May,May
June,June
July,July
August,August
September,September
October,October
November,November
December,December
"Unable to remove comment with id %1","Unable to remove comment with id %1"
Enabled,Enabled
Disabled,Disabled
Bike,Bike
Cycle,Cycle
"A Delivery boy with email ' . . ' already exists.","A Delivery boy with email ' . . ' already exists."
"Unable to remove deliveryboy with id %1","Unable to remove deliveryboy with id %1"
"Unable to remove rating with id %1","Unable to remove rating with id %1"
"Please check the order status and assign to delivery boy.","Please check the order status and assign to delivery boy."
"New Order #%1","New Order #%1"
Edit,Edit
"View Order","View Order"
"Offline Order","Offline Order"
Day,Day
Week,Week
Month,Month
Year,Year
"Select Range:","Select Range:"
"No Data Found","No Data Found"
"Add New Comment","Add New Comment"
"Assign Order to Deliveryboy","Assign Order to Deliveryboy"
"Choose Deliveryboy:","Choose Deliveryboy:"
"Select Deliveryboy","Select Deliveryboy"
"Assign to Deliveryboy","Assign to Deliveryboy"
"Successfully assigned to deliveryboy","Successfully assigned to deliveryboy"
"Some error occurred","Some error occurred"
"Please select deliveryboy.","Please select deliveryboy."
"Order can't be assigned as delivery boy is not online.","Order can't be assigned as delivery boy is not online."
Orders,Orders
"Order #","Order #"
Date,Date
"Ship To","Ship To"
"Order Total","Order Total"
Action,Action
Actions,Actions
Track,Track
"You have placed no express orders.","You have placed no express orders."
"Delivery Boy Information","Delivery Boy Information"
Details,Details
OTP,OTP
"stars out of ","stars out of "
Loading...,Loading...
"Add Review","Add Review"
"* Required Fields","* Required Fields"
"You're reviewing:","You're reviewing:"
"Your Rating","Your Rating"
"%1 %2","%1 %2"
Title,Title
"Your food will be delivered in ","Your food will be delivered in "
"Welcome to %store_name","Welcome to %store_name"
"%name,","%name,"
"Welcome to %store_name.","Welcome to %store_name."
"You account has been successfully created. Use the below credentials to login to your account.","You account has been successfully created. Use the below credentials to login to your account."
Email:,Email:
Password:,Password:
"You have got a new Review by ","You have got a new Review by "
"Hello ","Hello "
",",","
"You have got a new review from ","You have got a new review from "
"It has been submitted for evaluation.","It has been submitted for evaluation."
Ratings,Ratings
%comment,%comment
"Review from ","Review from "
" has been evaluated by "," has been evaluated by "
Hello,Hello
"Your order ","Your order "
" has been picked up and its on the way to you."," has been picked up and its on the way to you."
"Order Details:","Order Details:"
"Status: ","Status: "
"Order Date: ","Order Date: "
"DeliveryBoy Details:","DeliveryBoy Details:"
"Name: ","Name: "
"Contact: ","Contact: "
" has been succesfully assigned to "," has been succesfully assigned to "
"Your order assignment confirmation OTP is ","Your order assignment confirmation OTP is "
Accept,Accept
"Reject Quote","Reject Quote"
"Directions not available","Directions not available"
"You are here","You are here"
"Please select one of each of the ratings above.","Please select one of each of the ratings above."
"Comment should contain at least 5 words.","Comment should contain at least 5 words."
Submit,Submit
"Could not add review. Please try again later","Could not add review. Please try again later"
Webkul,Webkul
Deliveryboy,Deliveryboy
"Api Authentication","Api Authentication"
Username,Username
Password,Password
"FCM API key","FCM API key"
"Deliveryboy Basic Configuration","Deliveryboy Basic Configuration"
"Warehouse Address","Warehouse Address"
Latitude,Latitude
Longitude,Longitude
"Google Map Api Key","Google Map Api Key"
"Delivery Range in kms","Delivery Range in kms"
"Admin email address","Admin email address"
"Allowed Shipping Methods","Allowed Shipping Methods"
"Collection Page Size","Collection Page Size"
"Express Few Hour Delivery","Express Few Hour Delivery"
"Method Name","Method Name"
Price,Price
"Calculate Handling Fee","Calculate Handling Fee"
"Handling Fee","Handling Fee"
"Sort Order","Sort Order"
Type,Type
"Ship to Applicable Countries","Ship to Applicable Countries"
"Ship to Specific Countries","Ship to Specific Countries"
"Show Method if Not Applicable","Show Method if Not Applicable"
"Displayed Error Message","Displayed Error Message"
"Deliveryboy Dashboard","Deliveryboy Dashboard"
"Order Graph","Order Graph"
"Sales Graph","Sales Graph"
"Today's Orders","Today's Orders"
"Deliveryboy Location","Deliveryboy Location"
"Rating Information","Rating Information"
"Deliveryboy Information","Deliveryboy Information"
Name,Name
Email,Email
"Mobile Number","Mobile Number"
"Vehicle Type","Vehicle Type"
"Vehicle Number","Vehicle Number"
"Confirm Password","Confirm Password"
"Full Address","Full Address"
"Deliveryboy Status","Deliveryboy Status"
"Add DeliveryBoy","Add DeliveryBoy"
Disable,Disable
"Are you sure you wan't to disable selected records?","Are you sure you wan't to disable selected records?"
Enable,Enable
"Are you sure you wan't to enable selected records?","Are you sure you wan't to enable selected records?"
Delete,Delete
"Are you sure you wan't to delete selected records?","Are you sure you wan't to delete selected records?"
ID,ID
Image,Image
"Deliveryboy name","Deliveryboy name"
"Increment Id","Increment Id"
Disapprove,Disapprove
"Are you sure you want to disapprove selected ratings?","Are you sure you want to disapprove selected ratings?"
Approve,Approve
"Are you sure you want to approve selected ratings?","Are you sure you want to approve selected ratings?"
Rating,Rating
"Track Order","Track Order"
